Id,Mid,Type,Lock,NeedLv,NeedGold,NeedDiamond,NeedCrow,NeedCrow2,Musiclevel,RewarID,LocalMusicVer,Recommend,MusicCard,FavoriteRate,Playmark,Stylelabel,Fallingrate,TID,,GoldenSong,MusicTime,HomeOrder,VipMusicVersion,VipCn,MusicJson,Musician
205,100415,1,1,59,,,,,8,1008,,,,21,1,9,10,song_tag_22,3,,,,,,Sylvia-Pizzicato,Leo Delibes
206,100406,1,1,60,,,,,5,1005,,1,,25,3,37,,song_tag_6,1,,,,,,Entr'acte-Gavotte Op.13,Ernest Gillet
207,100404,1,1,60,,,,,7,1007,,,,19,2,7,,song_tag_5,2,,,,,,A Concert Waltz,Scott Joplin
208,100445,1,1,60,,,,,8,1008,,,,16,2,30,10,song_tag_10,3,,,,,,Suite BWV 1012-3.Courante,J.S. Bach
209,100416,1,1,61,,,,,5,1005,,,,18,3,9,,song_tag_22,1,,,,,,Gypsies Op.138 No.19,Stephen Heller
210,100414,1,1,61,,,,,8,1008,,,,17,1,15,10,song_tag_2,2,,,,,,The Easy Winners,Scott Joplin
211,100019,1,1,61,,,,,6,13,,,,70,4,1,,song_tag_1,2,,,,,,Korobeiniki,Russian Folk Music
212,100417,1,1,62,,,,,6,1006,,,,18,1,15,,song_tag_24,1,,,,,,A Real Slow Drag,Scott Joplin
213,100418,1,1,62,,,,,8,1008,,1,,26,1,30,10,song_tag_10,2,,,,,,Cello Suite No.1 in G,J.S. Bach
214,100419,1,1,62,,,,,6,1006,,,,18,3,2,,song_tag_2,1,,,,,,Sonata in E Major K.20,Scarlatti
215,100420,1,1,63,,,,,6,1006,,,,18,2,7,,song_tag_5,1,,,,,,Coppelia-Waltz,Leo Delibes
216,100421,1,1,63,,,,,8,1008,,,,16,1,17,10,song_tag_8,2,,,,,,Two Part Invention No.8,J.S. Bach
217,100422,1,1,63,,,,,4,1004,,,,18,3,7,,song_tag_5,1,,,,,,Petite Valse Op.10 No.2,Genari Karganov
218,100423,1,1,64,,,,,5,1005,,,,16,3,31,,song_tag_25,1,,,,,,Canzonetta,Benjamin Godard
219,100424,1,1,64,,,,,7,1007,,,,19,2,7,10,song_tag_5,2,,,,,,Hungarian Dance No.7,Johannes Brahms
220,100425,1,1,64,,,,,5,1005,,,,20,3,9,,song_tag_22,1,,,,,,Thine Alone Op.54,Gustav Lange
221,100443,1,1,65,,,,,7,1007,,,,17,1,15,10,song_tag_24,2,,,,,,Something Doing,Scott Joplin
222,100444,1,1,65,,,,,8,1008,,,,20,1,12,10,song_tag_2,2,,,,,,Sonatina Op.20 No.1 Mvt.3,Kuhlau
223,100022,1,1,65,,,,,6,15,,,,52,2,7,,song_tag_5,2,,,,,,The Swan,Saint-Seans
224,100446,1,1,66,,,,,8,1008,,,,18,2,6,10,song_tag_4,2,,,,,,The Parade Of The Tin Soldiers,Leon Jessel
225,100447,1,1,66,,,,,5,1005,,,,31,3,4,,song_tag_3,1,,,,,,Lieder Op.52 No.7,Beethoven
226,100448,1,1,66,,,,,7,1007,,1,,39,2,6,,song_tag_4,2,,,,,,Entry Of The Gladiators,Julius Fucik
227,100449,1,1,67,,,,,7,1007,,,,17,1,15,,song_tag_2,2,,,,,,Swipesy Cakewalk,Scott Joplin
228,100450,1,1,67,,,,,8,1008,,,,18,3,7,10,song_tag_5,2,,,,,,Polka Op.39 No.14,Tchaikovsky
229,100451,1,1,67,,,,,6,1006,,,,25,3,2,,song_tag_2,1,,,,,,Sonata in C Major K309 Mvt.1,Mozart
230,100452,1,1,68,,,,,7,1007,,,,18,2,12,,song_tag_2,2,,,,,,Sonatina Op.36-2 Mvt.3,Clementi
231,100453,1,1,68,,,,,5,1005,,,,16,1,21,,song_tag_11,1,,,,,,Impromptu Op.142 No.3,Schubert
232,100454,1,1,68,,,,,4,1004,,,,20,3,4,,song_tag_3,1,,,,,,Italian Song Op.39 No.15,Tchaikovsky
233,100455,1,1,69,,,,,6,1006,,,,15,1,9,,song_tag_22,1,,,,,,Cabaletta Op.83,Theodore Lack
234,100456,1,1,69,,,,,9,1009,,1,,30,1,3,10,song_tag_6,3,,,,,,Etude Op.25 No.9,Chopin
235,100457,1,1,69,,,,,5,1006,,,,17,1,7,,song_tag_5,1,,,,,,Tempo di Ballo,Scarlatti
236,100470,1,1,70,,,,,7,1007,,,,21,2,15,,song_tag_24,2,,,,,,A Breeze From Alabama,Scott Joplin
237,100471,1,1,70,,,,,6,1006,,,,20,2,7,,song_tag_5,1,,,,,,6 Ecossaises WoO 83,Beethoven
238,100472,1,1,70,,,,,5,1005,,,,17,1,9,,song_tag_22,1,,,,,,Trompeter Op.33 No.2,Adolf Jensen
239,100473,1,1,71,,,,,4,1004,,,,16,3,9,,song_tag_22,1,,,,,,Album-leaf Op.12 No.7,Grieg
240,100474,1,1,71,,,,,7,1007,,,,17,1,12,,song_tag_2,2,,,,,,Sonatina Op.20 No.1 Mvt.2,Jan Ladislav Dussek
241,100475,1,1,71,,,,,6,1006,,,,15,1,2,,song_tag_2,1,,,,,,Sonata Hob.27 Mvt.3,Haydn
242,100476,1,1,72,,,,,3,1003,,,,35,2,5,,song_tag_17,1,,,,,,Nocturne Op.55 No.1,Chopin
243,100477,1,1,72,,,,,8,1008,,,,18,1,12,10,song_tag_2,2,,,,,,Sonatina Op.55 No.2 Mvt.3,Kuhlau
244,100478,1,1,72,,,,,6,1006,,,,21,1,3,,song_tag_6,1,,,,,,L'adieu Op.100 No.12,Friedrich Burgnlueller
245,100479,1,1,73,,,,,6,1006,,,,17,1,30,,song_tag_10,1,,,,,,Suite BWV 1009 Bourree,J.S. Bach
246,100480,1,1,73,,,,,9,1009,,,,19,2,14,10,song_tag_5,3,,,,,,Rondo Op.88 No.1 Mvt.3,Kuhlau
247,100481,1,1,73,,,,,4,1004,,,,19,3,12,,song_tag_2,1,,,,,,Sonatina Op.36-2 Mvt.1,Clementi
248,100482,1,1,74,,,,,6,1006,,,,23,1,9,,song_tag_22,1,,,,,,Songs Without Words Op.19 No.2,Mendelssohn
249,100483,1,1,74,,,,,5,1005,,,,19,1,9,,song_tag_22,1,,,,,,The Doll's Complaint,Cesar Franck
250,100484,1,1,74,,,,,7,1007,,,,27,1,3,,song_tag_6,2,,,,,,La Chevaleresque,Friedrich Burgnlueller
251,100490,1,1,75,,,,,5,1005,,,,26,1,7,,song_tag_5,1,,,,,,Waltz Op.69 No.2,Chopin
252,100491,1,1,75,,,,,6,1006,,,,21,2,7,,song_tag_5,1,,,,,,Walzer Op.12 No.2,Grieg
253,100492,1,1,75,,,,,4,1004,,,,20,3,9,,song_tag_22,1,,,,,,Spring Song,Mendelssohn
254,100493,1,1,76,,,,,5,1005,,,,18,1,9,,song_tag_22,1,,,,,,Melody in F Op.3 No.1,Anton Rubinstein
255,100494,1,1,76,,,,,9,1009,,,,39,3,7,10,song_tag_5,3,,,,,,Dance Of The Hours,Amilcare Ponchielli
256,100495,1,1,76,,,,,4,1004,,,,22,3,7,,song_tag_5,1,,,,,,Polonaise in A Flat Major B.5,Chopin
257,100496,1,1,77,,,,,6,1006,,,,16,3,2,,song_tag_2,1,,,,,,Sonata in F Major Hob.23 Mvt.1,Haydn
258,100497,1,1,77,,,,,4,1004,,,,20,3,7,,song_tag_5,1,,,,,,Walzer Op.325,Johann Strauss II
259,100498,1,1,77,,,,,8,1008,,,,27,2,7,10,song_tag_5,3,,,,,,Valse Brillante Op.34 No.1,Chopin
260,100499,1,1,78,,,,,7,1007,,,,17,2,9,,song_tag_22,2,,,,,,Le Petit Rien,Francois Couperin
261,100500,1,1,78,,,,,4,1004,,,,17,1,2,,song_tag_2,1,,,,,,Sonata in Flat B Major K570 Mvt.2,Mozart
262,100501,1,1,78,,,,,6,1006,,,,24,3,30,,song_tag_10,1,,,,,,Suite HWV 442 G major Chaconne,Handel
263,100502,1,1,79,,,,,6,1006,,,,15,1,2,,song_tag_2,1,,,,,,Sonata in D Major K284 Mvt.3,Mozart
264,100503,1,1,79,,,,,5,1005,,,,13,1,9,,song_tag_22,1,,,,,,Derniere Pensee Musicale,Weber
265,100504,1,1,79,,,,,6,1006,,,,27,2,44,,song_tag_25,1,,,,,,La Cinquantaine,Jean Gabriel Marie
266,100515,1,1,80,,,,,6,1006,,,,50,1,19,,song_tag_10,1,,,,,,Suite in D minor HWV 448 Courante,Handel
267,100516,1,1,80,,,,,7,1007,,,,50,1,7,,song_tag_5,2,,,,,,Waltz Op.64 No.3 in A Flat,Chopin
268,100517,1,1,80,,,,,9,1009,,,,50,1,3,10,song_tag_6,3,,,,,,The Chatterbox Op.100 No.17,Friedrich Burgnlueller
269,100518,1,1,81,,,,,6,1006,,,,50,2,7,,song_tag_5,1,,,,,,Valse Bleue,Alfred Margis
270,100519,1,1,81,,,,,5,1005,,,,50,1,9,,song_tag_22,1,,,,,,Traum der Sennerin Op.45,August Labitzky
271,100520,1,1,81,,,,,8,1008,,,,50,1,14,10,song_tag_5,3,,,,,,Rondo in C Major WoO 48,Beethoven
272,100521,1,1,82,,,,,5,1005,,,,50,1,28,,song_tag_21,1,,,,,,Fleurette-Romance Op.75 No.1,Joachim Raff
273,100522,1,1,82,,,,,4,1004,,,,50,1,7,,song_tag_5,1,,,,,,Love's Dream After the Ball,Alphons Czibulka
274,100523,1,1,82,,,,,8,1008,,,,50,1,9,10,song_tag_22,2,,,,,,Le Rappel des oiseaux,Jean-Philippe Rameau
275,100524,1,1,83,,,,,6,1006,,,,50,2,7,,song_tag_5,1,,,,,,Bourree in G Major Op.1 No.5,Handel
276,100525,1,1,83,,,,,5,1005,,,,50,3,7,,song_tag_5,1,,,,,,Poupee valsante,Ede Poldini
277,100526,1,1,83,,,,,6,1006,,,,50,1,13,,song_tag_21,2,,,,,,The Chinese Serenade,Hermann Fliege
278,100527,1,1,84,,,,,4,1004,,,,50,1,9,,song_tag_22,1,,,,,,Douze Etudes de Salon Op.5 No.11,Adolf von Henselt
279,100528,1,1,84,,,,,7,1007,,,,50,1,7,,song_tag_5,2,,,,,,Waltz Op.70 No.3 in D flat,Chopin
280,100529,1,1,84,,,,,6,1006,,,,50,1,7,,song_tag_5,1,,,,,,Stephanie-Gavotte Op.312,Alphons Czibulka
281,100539,1,1,85,,,,,6,1006,,,,50,1,4,,song_tag_3,1,,,,,,Clair de lune Op.46 No.2,Faure
282,100540,1,1,85,,,,,8,1008,,1,,50,1,3,10,song_tag_6,3,,,,,,Hasche-Mann Op.15 No.3,Robert Schumann
283,100541,1,1,85,,,,,8,1008,,1,,50,1,9,10,song_tag_22,3,,,,,,Madding Wind,Clack Chen
284,100542,1,1,86,,,,,5,1005,,,,50,1,3,,song_tag_6,1,,,,,,By the Fireside Op.15 No.8,Robert Schumann
285,100543,1,1,86,,,,,5,1005,,,,50,2,7,,,1,,,,,,La Czarine-Mazurka,Louis Ganne
286,100544,1,1,86,,,,,6,1006,,,,50,1,7,,song_tag_5,2,,,,,,Gavotte en Rondeau,Jean-Baptiste Lully
287,100545,1,1,87,,,,,6,1006,,,,50,1,3,,song_tag_6,1,,,,,,The Shepherd's Return Op.109 No.3,Friedrich Burgnlueller
288,100546,1,1,87,,,,,6,1006,,,,50,2,13,,song_tag_21,1,,,,,,Serenade Op.19 No.2,Ole Olsen
289,100547,1,1,87,,,,,8,1008,,1,,50,2,7,10,,3,,,,,,Mazurka in B flat Op.7 No.1,Chopin
290,100548,1,1,88,,,,,6,1006,,,,50,1,7,,song_tag_5,1,,,,,,Divertimento K.334 Menuetto,Mozart
291,100549,1,1,88,,,,,4,1004,,,,50,1,45,,song_tag_17,1,,,,,,Con Amore,Sydney Smith
292,100550,1,1,88,,,,,7,1007,,1,,50,2,9,10,song_tag_22,2,,,,,,Puerta de tierra Op.71 No.5,Isaac Albeniz
293,100551,1,1,89,,,,,5,1005,,,,50,1,7,,,1,,,,,,Mazurka in D Op.33 No.2,Chopin
294,100552,1,1,89,,,,,8,1008,,,,50,2,12,10,song_tag_2,3,,,,,,Sonatina Op.55 No.3 Mvt.1,Kuhlau
295,100553,1,1,89,,,,,5,1005,,,,50,3,12,,song_tag_2,1,,,,,,Sonatina Op.36 No.5 Mvt.3,Clementi
296,100563,1,1,90,,,,,4,1004,,,,50,1,9,,song_tag_22,1,,,,,,Je te veux,Erik Satie
297,100564,1,1,90,,,,,9,1009,,1,,50,1,3,10,song_tag_6,3,,,,,,Etude Op.10 No.5,Chopin
298,100565,1,1,90,,,,,4,1004,,,,50,3,12,,song_tag_2,1,,,,,,Sonatina Op.55 No.2 Mvt.2,Kuhlau
299,100566,1,1,91,,,,,5,1005,,,,50,1,13,,song_tag_21,1,,,,,,Serenade No.13 K.525 Mvt.4,Mozart
300,100567,1,1,91,,,,,4,1004,,,,50,3,9,,song_tag_22,1,,,,,,Waves Of The Ocean,Charles.D.Blake
301,100568,1,1,91,,,,,4,1004,,,,50,3,10,,song_tag_23,1,,,,,,Zigeunerweisen Op.20,Pablo de Sarasate
302,100582,1,1,92,,,,,6,1006,,,,50,3,12,,song_tag_2,1,,,,,,Sonatina in D Op.168 No.5,Diabelli
303,100583,1,1,92,,,,,8,1008,,,,50,2,7,10,song_tag_5,2,,,,,,Polish Dance Op.3 No.1,Franz Xaver Scharwenka
304,100584,1,1,92,,,,,4,1004,,,,50,3,9,,song_tag_22,1,,,,,,The Turkish Patrol Op.83,Theodor Michaelis
305,100585,1,1,93,,,,,4,1004,,,,50,3,9,,song_tag_22,1,,,,,,Souvenir de Porto Rico,Louis Moreau Gottschalk
306,100586,1,1,93,,,,,9,1009,,,,50,1,7,10,song_tag_5,3,,,,,,Minuetto,Francisco Tarrega
307,100587,1,1,93,,,,,6,1006,,,,50,3,23,,song_tag_4,1,,,,,,Trumpet Concerto Mvt.3,Haydn
308,100588,1,1,94,,,,,9,1009,,,,50,1,27,10,song_tag_26,3,,,,,,Arrival of the Queen of Sheba,Handel
309,100589,1,1,94,,,,,8,1008,,1,,50,1,7,10,song_tag_5,3,,,,,,Waltz Op.70 No.1,Chopin
310,100590,1,1,94,,,,,6,1006,,1,,50,3,7,,song_tag_5,1,,,,,,Polonaise Op.53,Chopin
311,100598,1,1,95,,,,,4,1004,,,,50,3,9,,song_tag_22,1,,,,,,Piece in F Major K.33b,Mozart
312,100599,1,1,95,,,,,5,1005,,,,50,1,14,,song_tag_5,1,,,,,,Rondo in D K.485,Mozart
313,100600,1,1,95,,,,,7,1007,,,,50,3,7,,song_tag_5,2,,,,,,Menuet celebre Op.14 No.1,Ignacy Jan Paderewski
314,100601,1,1,96,,,,,6,1006,,,,50,1,7,,song_tag_5,1,,,,,,Fairy Waltz,Carl Gottlieb Reissiger
315,100602,1,1,96,,,,,8,1008,,,,50,1,2,10,song_tag_2,3,,,,,,Sonata WoO 47 No.3 Mvt.1,Beethoven
316,100603,1,1,96,,,,,3,1003,,1,,50,1,5,,song_tag_21,1,,,,,,Nocturne in B Op.32 No.1,Chopin
317,100604,1,1,97,,,,,5,1005,,,,50,3,12,,song_tag_2,1,,,,,,Sonatina in B flat Op.168 No.4,Diabelli
318,100605,1,1,97,,,,,8,1008,,,,50,2,41,10,song_tag_9,2,,,,,,Two Caprices No.2,Leonard Butler
319,100606,1,1,97,,,,,7,1007,,1,,50,3,36,,song_tag_8,2,,,,,,Fantaisies Op.16 No.1,Mendelssohn
320,100607,1,1,98,,,,,5,1005,,,,50,3,6,,song_tag_4,1,,,,,,Colonel Bogey March,Kenneth Joseph Alford
321,100608,1,1,98,,,,,8,1008,,1,,50,1,3,10,song_tag_6,3,,,,,,Etude Op.109 No.10,Friedrich Burgnlueller
322,100609,1,1,98,,,,,5,1005,,,,50,1,7,,song_tag_5,1,,,,,,Pizzicato Polka Op.234,Johann Strauss II
323,100610,1,1,99,,,,,5,1005,,,,50,1,9,,song_tag_6,1,,,,,,Old French Song Op.39 No.16,Tchaikovsky
324,100611,1,1,99,,,,,7,1007,,1,,50,1,7,10,song_tag_5,2,,,,,,Valse Ballet,Erik Satie
325,100612,1,1,99,,,,,7,1007,,1,,50,3,7,,song_tag_5,2,,,,,,Bella Riva Op.87 - Mazurka,Joseph Schiffmacher
326,100625,1,1,100,,,,,4,1004,,,,50,1,9,,song_tag_22,1,,,,,,Pastoral,Reinhold Gliere
327,100626,1,1,100,,,,,6,1006,,,,50,3,7,,song_tag_5,1,,,,,,Pepita Polka Op.138,Johann Strauss II
328,100627,1,1,100,,,,,8,1008,,,,50,2,7,10,song_tag_5,2,,,,,,Gavotte1,Arcangelo Corelli
329,100628,1,1,101,,,,,4,1004,,,,50,1,9,,song_tag_22,1,,,,,,Berceuse,Georges Delbruck
330,100629,1,1,101,,,,,8,1008,,,,50,2,15,10,song_tag_2,2,,,,,,The Chrysanthemum,Scott Joplin
331,100630,1,1,101,,,,,9,1009,,,,50,1,9,10,song_tag_22,3,,,,,,Hexentanz Op.17 No.2,Edward MacDowell
332,100631,1,1,102,,,,,5,1005,,,,50,1,7,,song_tag_5,1,,,,,,Concerto Grosso Op.6 No.9 IV.Gavotte,Arcangelo Corelli
333,100632,1,1,102,,,,,7,1007,,,,50,1,3,,song_tag_6,2,,,,,,L'enjouee Op.109 No.6,Friedrich Burgnlueller
334,100633,1,1,102,,,,,9,1009,,,,50,2,29,10,song_tag_4,3,,,,,,Quartet in C Major WoO 36 No.3,Beethoven
335,100651,1,1,103,,,,,8,1008,,,,50,1,9,,song_tag_22,2,,,,,,Auf dem Wasser zu singen,Franz Liszt
336,100652,1,1,103,,,,,6,1006,,,,50,1,7,,song_tag_5,1,,,,,,Bink's Waltz,Scott Joplin
337,100653,1,1,103,,,,,6,1006,,,,50,3,7,,song_tag_5,1,,,,,,Danse Russe Op.68 No.4,Moszkowski
338,100654,1,1,104,,,,,4,1004,,,,50,3,4,,song_tag_3,1,,,,,,Chanson De Matin Op.15 No.2,Edward Elgar
339,100655,1,1,104,,,,,5,1005,,,,50,3,4,,song_tag_3,1,,,,,,Battle Of Waterloo,Anderson Gilman
340,100656,1,1,104,,,,,4,1004,,,,50,3,23,,song_tag_4,1,,,,,,Concerto Grosso Op.6 No.9 Allemanda,Arcangelo Corelli
341,100657,1,1,105,,,,,4,1004,,,,50,3,2,,song_tag_3,1,,,,,,Sonate No.5 Mvt.1,Baldassare Galuppi
342,100658,1,1,105,,,,,6,1006,,,,50,3,2,,song_tag_3,1,,,,,,Sonata No.13 D.664 Mvt.3,Schubert
343,100659,1,1,105,,,,,7,1007,,,,50,1,9,,song_tag_22,2,,,,,,Allemande in A Major WoO 81,Beethoven
344,100675,1,1,106,,,,,4,1004,,,,50,1,4,,song_tag_3,1,,,,,,My Heart At Thy Sweet Voice,Saint-Seans
345,100676,1,1,106,,,,,8,1008,,,,50,1,9,,song_tag_22,2,,,,,,7 Landler WoO 11 No.7,Beethoven
346,100677,1,1,106,,,,,5,1005,,,,50,3,7,,song_tag_5,1,,,,,,Slavonic Dances Op.46 No.7,Antonin Dvorak
347,100678,1,1,107,,,,,5,1005,,,,50,3,9,,song_tag_22,1,,,,,,Morceau de Salon Op.55 No.2,Carl Bohm
348,100679,1,1,107,,,,,8,1008,,,,50,1,9,,song_tag_22,2,,,,,,La Jongleuse Op.52 No.4,Moszkowski
349,100680,1,1,107,,,,,7,1007,,,,50,1,9,,song_tag_22,2,,,,,,7 Landler WoO 11 No.2,Beethoven
350,100691,1,1,108,,,,,7,1007,,,,50,3,,,,2,,,,,,Auf der Jagd Op.373,Johann Strauss II
351,100692,1,1,108,,,,,6,1006,,,,50,1,,,,1,,,,,,7 Landler WoO 11 No.6,Beethoven
352,100693,1,1,108,,,,,4,1004,,,,50,3,,,,1,,,,,,Beliebte Annen-Polka Op.137,Johann Strauss
353,100694,1,1,109,,,,,6,1006,,,,50,3,,,,1,,,,,,The Music Box Op.32,Anatoly Lyadov
354,100695,1,1,109,,,,,5,1005,,,,50,3,,,,1,,,,,,Chanson Boheme From Carmen,Moszkowski
355,100696,1,1,109,,,,,8,1008,,,,50,1,,,,3,,,,,,Rondo in A Major WoO 49,Beethoven
356,100718,1,1,110,,,,,5,1005,,,,50,,,,,1,,,,,,3 Polkas de salon Op.7 No.3,Bedrich Smetana
357,100719,1,1,110,,,,,3,1003,,,,50,,,,,1,,,,,,Polka in D minor,Mikhail Glinka
358,100720,1,1,110,,,,,7,1007,,,,50,,,,,2,,,,,,Sonatina in G Op.144,Grenville Dean Wilson
359,100721,1,1,111,,,,,6,1006,,,,50,,,,,2,,,,,,Rakoczy March,Berlioz
360,100722,1,1,111,,,,,8,1008,,,,50,,,,,3,,,,,,Sonata in C major KV 545-3,Mozart
361,100723,1,1,111,,,,,7,1007,,,,50,,,,,2,,,,,,Schattentanz,G.Meyerbeer
362,100724,1,1,112,,,,,7,1007,,,,50,,,,,2,,,,,,Cantate BWV 68-2,J.S. Bach
363,100725,1,1,112,,,,,9,1009,,,,50,,,,,1,,,,,,Standchen von Shakespeare,Franz Liszt
364,100726,1,1,112,,,,,10,1010,,,,50,,,,,3,,,,,,Rondo Brillante Op.62,Weber
365,100727,1,1,113,,,,,8,1008,,,,50,,,,,1,,,,,,King Cotton,Sousa
366,100728,1,1,113,,,,,5,1005,,,,50,,,,,1,,,,,,Ecossaise D.735,Schubert
367,100729,1,1,113,,,,,2,1002,,,,50,,,,,1,,,,,,Sonata Op.1 No.3-2,Baldassare Galuppi
368,100730,1,1,114,,,,,3,1003,,,,50,,,,,1,,,,,,Bagatelles Op.126 No.5,Beethoven
369,100731,1,1,114,,,,,5,1005,,,,50,,,,,1,,,,,,Polka in A major JB157,Bedrich Smetana
370,100732,1,1,114,,,,,5,1005,,,,50,,,,,1,,,,,,Concerto Grosso No.9 in F major,Arcangelo Corelli
371,100733,1,1,115,,,,,4,1004,,,,50,,,,,1,,,,,,Harpsichord Sonata in A major,Baldassare Galuppi
372,100734,1,1,115,,,,,6,1006,,,,50,,,,,1,,,,,,Galop D.735,Schubert
373,100735,1,1,115,,,,,6,1006,,,,50,,,,,1,,,,,,Hungarian Dance No.3,Johannes Brahms
374,100751,1,1,116,,,,,3,1003,,,,50,,,,,1,,,,,,Winter is not cold,Clack Chen
375,100752,1,1,116,,,,,6,1006,,,,50,,,,,1,,,,,,Galuppi Sonata,Beethoven
376,100753,1,1,116,,,,,3,1003,,,,50,,,,,1,,,,,,Bagatelles Op.119 No.4,Beethoven
377,100754,1,1,117,,,,,7,1007,,,,50,,,,,2,,,,,,Lied ohne Worte Op.30 No.3,Mendelssohn
378,100755,1,1,117,,,,,3,1003,,,,50,,,,,1,,,,,,Four Pieces Op.68 No.4,Moszkowski
379,100756,1,1,117,,,,,9,1009,,,,50,,,,,3,,,,,,Bagatelles Op.33 II,Beethoven
380,100768,1,1,118,,,,,3,1003,,,,50,,,,,1,,,,,,Romance Op.5,Tchaikovsky
381,100769,1,1,118,,,,,7,1007,,,,50,,,,,1,,,,,,Ancient eighteenth century,Clack Chen
382,100770,1,1,118,,,,,9,1009,,,,50,,,,,1,,,,,,Morceau de Salon Op.55 No.1,Carl Bohm
383,100776,1,1,119,,,,,5,1005,,,,50,,,,,1,,,,,,Bagpipe Waltz,Giacomo Puccini
384,100777,1,1,119,,,,,6,1006,,,,50,,,,,1,,,,,,Serenade num.1,R. Dellinger
385,100778,1,1,119,,,,,7,1007,,,,50,,,,,2,,,,,,Bagatelles Op.33 IV,Beethoven
386,100779,1,1,120,,,,,6,1006,,,,50,,,,,1,,,,,,Souvenir Op.4 No.3,Bedrich Smetana
387,100780,1,1,120,,,,,6,1006,,,,50,,,,,1,,,,,,Rondo,Jacques Offenbach
388,100781,1,1,120,,,,,8,1008,,,,50,,,,,3,,,,,,Bacon song,Johann Strauss II
389,100785,1,1,121,,,,,5,1005,,,,50,,,,,1,,,,,,Bagatelles Op.33. III Allegretto,Beethoven 
390,100786,1,1,121,,,,,1,1001,,,,50,,,,,2,,,,,,3 Poetic Polkas Op.8 No.1,Bedrich Smetana
391,100787,1,1,121,,,,,1,1001,,,,50,,,,,3,,,,,,Andante in G minor. BWV 969,J.S.Bach
9007,400007,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Cold Love,张碧晨、杨宗纬
9026,400026,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Mundane World,《扶摇》插曲
9003,400003,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,The Wind Rises,爆火网络神曲
9030,400030,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Answer,《答案》
9031,400031,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Then,刘若英
9032,400032,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Golden Snake Dance,聂耳
9033,400033,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Defend the Yellow River,冼星海
9018,400018,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Dignity,于文文
9027,400027,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Summer,久石让
9028,400028,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,If Only,林俊杰
9029,400029,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Lake Baikal,李健
9014,400014,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,Now It's Time,JC
9019,400019,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Little Luck,田馥甄
9020,400020,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,A Liar Of Love,爆火网络神曲
9021,400021,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Havana,爆火网络神曲
9022,400022,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Romance De Amor,经典钢琴曲
9023,400023,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Flight of the Bumblebee,经典钢琴曲
9006,400006,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,Get Rid Of Blues,毛不易
9024,400024,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Espana Cani,经典钢琴曲
9001,400001,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,PLANET,爆火网络神曲
9025,400025,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Sonata Pathetique Mvt.3,经典钢琴曲
9005,400005,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,PANAMA,爆火网络神曲
9008,400008,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,That Girl,爆火网络神曲
9015,400015,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Breakaway,金志文
9016,400016,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Ten Years,陈奕迅
9002,400002,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Half Moon Serenade,李克勤
9009,400009,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Fleet of Time,王菲
9010,400010,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Fur Elise,经典钢琴曲
9017,400017,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Fairy Tale,光良
9011,400011,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Melody of the Night No.5,经典钢琴曲
9012,400012,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Wedding March,经典钢琴曲
9004,400004,19,13,1,,25,,,1,2002,,,,0,,,,,,,,,,,Take Me To Your Heart,张学友
9013,400013,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,The Seasons Op.37,经典钢琴曲
9034,400034,19,13,1,,50,,,1,2002,,,,0,,,,,,,,,,,If You,BIGBANG
9035,400035,19,13,1,,40,,,1,2002,,,,0,,,,,,,,,,,When,《还珠格格》主题曲
9036,400036,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,Tears,白日梦
9037,400037,19,13,1,,15,,,1,2002,,,,0,,,,,,,,,,,"Wind,leave",陈黑黑
